pcon,leftright,lower,upper,libauth,lower,upper,ons_id,pctright,pctauth
Epsom and Ewell,0.294082389,0.262690626,0.324180926,0.33915669,0.299525519,0.371216833,E14000694,29.40823892,66.084331
Erewash,0.26461557,0.237028082,0.299136595,0.324236812,0.286713288,0.360848133,E14000695,26.46155702,67.57631877
Erith and Thamesmead,0.251069767,0.219403249,0.285068181,0.299405957,0.261832026,0.332167199,E14000696,25.10697671,70.05940427
Esher and Walton,0.286381665,0.252368861,0.319957415,0.356068324,0.317592562,0.393085557,E14000697,28.6381665,64.39316764
Exeter,0.264903246,0.233650844,0.30611478,0.401173076,0.364295622,0.432659203,E14000698,26.49032462,59.88269242
Falkirk,0.223180578,0.193047212,0.259321207,0.33865972,0.293121054,0.372128536,S14000028,22.31805785,66.134028
Fareham,0.297072384,0.269306247,0.324220956,0.321946823,0.280974632,0.354999334,E14000699,29.70723841,67.80531774
Faversham and Mid Kent,0.284452188,0.255722208,0.317110583,0.311288269,0.273954785,0.343815547,E14000700,28.44521883,68.87117314
Feltham and Heston,0.238083077,0.198623682,0.267502972,0.301211358,0.267954403,0.34954798,E14000701,23.80830774,69.87886423
Filton and Bradley Stoke,0.275964684,0.247290309,0.309823754,0.366987229,0.331379354,0.406504421,E14000702,27.59646837,63.30127713
Finchley and Golders Green,0.289278239,0.260182438,0.322512053,0.363875594,0.329064998,0.399092685,E14000703,28.92782385,63.61244063
Folkestone and Hythe,0.277382515,0.251042884,0.311616293,0.301748406,0.259621358,0.335380872,E14000704,27.73825153,69.82515936
Forest of Dean,0.276455742,0.24501931,0.310711012,0.344484726,0.306210249,0.38435318,E14000705,27.64557421,65.55152739
Fylde,0.266305141,0.225622492,0.294084346,0.304429616,0.265926577,0.341780721,E14000706,26.63051412,69.55703844
Gainsborough,0.280360461,0.251972986,0.318552467,0.305704914,0.264098784,0.343630809,E14000707,28.03604606,69.42950862
Garston and Halewood,0.204958659,0.169471177,0.241656887,0.329519775,0.294695817,0.372134772,E14000708,20.49586591,67.04802251
Gateshead,0.214312527,0.181781146,0.255605986,0.315365961,0.262290733,0.358438202,E14000709,21.43125267,68.46340386
Gedling,0.252001777,0.21654293,0.28260243,0.340884536,0.304953619,0.375387553,E14000710,25.20017768,65.91154641
Gillingham and Rainham,0.269281607,0.233537863,0.298812783,0.300966262,0.263929974,0.336568087,E14000711,26.9281607,69.90337384
Glasgow Central,0.218483595,0.182153494,0.258858955,0.369492296,0.330401476,0.409539035,S14000029,21.84835946,63.05077045
Glasgow East,0.204537932,0.167645781,0.237996993,0.307268415,0.264227739,0.356057629,S14000030,20.4537932,69.27315853
Glasgow North,0.235979853,0.206244439,0.272535088,0.39787173,0.355607276,0.43259187,S14000031,23.59798527,60.212827
Glasgow North East,0.203937253,0.173290389,0.247871761,0.314335077,0.274553391,0.358948942,S14000032,20.39372529,68.56649232
Glasgow North West,0.214233465,0.18367924,0.244238923,0.343869244,0.302981865,0.37639563,S14000033,21.42334655,65.61307558
Glasgow South,0.214057063,0.17960011,0.244649956,0.364493492,0.323749956,0.400317377,S14000034,21.40570629,63.55065075
Glasgow South West,0.206944269,0.171541578,0.243170369,0.319833812,0.279979621,0.358929945,S14000035,20.69442685,68.01661877
Glenrothes,0.204419898,0.166682978,0.234667401,0.319416161,0.277816583,0.362384522,S14000036,20.44198976,68.05838389
Gloucester,0.258075374,0.225685288,0.289288655,0.327034214,0.285600655,0.365655236,E14000712,25.80753738,67.29657858
Gordon,0.261087167,0.228207338,0.293620186,0.342653653,0.305813877,0.378582614,S14000037,26.10871675,65.73463469
Gosport,0.282368943,0.248916367,0.310197056,0.303687656,0.271782814,0.335973716,E14000713,28.23689433,69.63123443
Gower,0.276027754,0.24116595,0.309009765,0.338602338,0.290357225,0.378853451,W07000046,27.60277539,66.13976624
Grantham and Stamford,0.268745843,0.238266211,0.296077822,0.320189339,0.287025379,0.360240263,E14000714,26.87458427,67.98106611
Gravesham,0.264009817,0.232109092,0.294049304,0.289705251,0.254906849,0.325837255,E14000715,26.40098173,71.02947489
Great Grimsby,0.234779144,0.204585208,0.266775578,0.283067374,0.240737411,0.324484475,E14000716,23.47791444,71.69326264
Great Yarmouth,0.257895424,0.227723424,0.289134632,0.284424064,0.25265602,0.317625633,E14000717,25.7895424,71.55759356
Greenwich and Woolwich,0.242750049,0.212768284,0.271982353,0.363021772,0.324849073,0.400544464,E14000718,24.27500494,63.69782285
Guildford,0.283216767,0.252610195,0.313622347,0.375378468,0.33779739,0.411392714,E14000719,28.32167672,62.46215324
Hackney North and Stoke Newington,0.23759007,0.197129914,0.269604699,0.392261494,0.352168011,0.43378769,E14000720,23.75900695,60.77385064
Hackney South and Shoreditch,0.234027166,0.199270694,0.266411946,0.367641895,0.331216136,0.402033621,E14000721,23.40271663,63.23581048
Halesowen and Rowley Regis,0.253658493,0.224300649,0.281609847,0.282775502,0.246818889,0.319505908,E14000722,25.3658493,71.72244981
Halifax,0.232346509,0.200556868,0.26352563,0.30286942,0.265127714,0.340497158,E14000723,23.23465091,69.71305799
Haltemprice and Howden,0.279208523,0.249123035,0.307155422,0.318375957,0.276849264,0.355600966,E14000724,27.92085226,68.16240427
Halton,0.227333861,0.199596743,0.266694753,0.312362009,0.276422903,0.351753408,E14000725,22.73338615,68.76379913
Hammersmith,0.249844755,0.220158403,0.288621873,0.391496065,0.352776184,0.434080173,E14000726,24.9844755,60.85039346
Hampstead and Kilburn,0.261051235,0.222423396,0.294703607,0.409524931,0.371650656,0.453293382,E14000727,26.10512349,59.04750693
Harborough,0.275341723,0.245050019,0.30389884,0.334496173,0.299397914,0.369707066,E14000728,27.5341723,66.55038265
Harlow,0.259980192,0.23125786,0.288063163,0.307264415,0.275545091,0.351372697,E14000729,25.99801916,69.27355854
Harrogate and Knaresborough,0.273685094,0.243967591,0.311329948,0.339260079,0.298809669,0.375885083,E14000730,27.36850941,66.07399207
Harrow East,0.282186242,0.247980428,0.311168991,0.280393159,0.247139019,0.31880263,E14000731,28.2186242,71.9606841
Harrow West,0.268388278,0.243612667,0.309687287,0.314172499,0.275066906,0.346784025,E14000732,26.83882783,68.58275008
Hartlepool,0.228276471,0.186911784,0.276083564,0.306499418,0.260331745,0.354639759,E14000733,22.82764706,69.35005819
Harwich and North Essex,0.280537185,0.246709772,0.307215225,0.321516296,0.284839019,0.358823075,E14000734,28.05371852,67.84837043
Hastings and Rye,0.258632617,0.230595297,0.288466302,0.313528279,0.27458258,0.340608082,E14000735,25.86326173,68.64717208
Havant,0.278439637,0.245964109,0.308468001,0.303067657,0.265577998,0.338840985,E14000736,27.84396367,69.69323431
Hayes and Harlington,0.241969952,0.211922265,0.27842541,0.278605562,0.242432915,0.318581904,E14000737,24.19699523,72.13944384
Hazel Grove,0.264952859,0.232047881,0.29652213,0.310991358,0.274578152,0.350309367,E14000738,26.49528588,68.90086422
Hemel Hempstead,0.266855347,0.23598872,0.296701728,0.317790288,0.278188631,0.353382385,E14000739,26.68553471,68.22097123
Hemsworth,0.219384954,0.182347745,0.252256409,0.304801319,0.268493618,0.347342255,E14000740,21.93849544,69.5198681
Hendon,0.272215725,0.239650124,0.304891514,0.319188594,0.28157304,0.355295659,E14000741,27.22157252,68.08114064
Henley,0.301159026,0.272446053,0.335750732,0.355981547,0.318680208,0.39812261,E14000742,30.1159026,64.40184529
Hereford and South Herefordshire,0.264656852,0.228624675,0.294641574,0.309619532,0.278637734,0.353446318,E14000743,26.46568518,69.0380468
Hertford and Stortford,0.27904306,0.245968105,0.312047328,0.359463273,0.326443492,0.403881996,E14000744,27.90430596,64.05367275
Hertsmere,0.287451555,0.253483696,0.319375241,0.332182271,0.291555327,0.373788198,E14000745,28.74515555,66.78177287
Hexham,0.273631746,0.238040411,0.308029599,0.346334271,0.306336578,0.388548899,E14000746,27.36317459,65.36657287
Heywood and Middleton,0.250607911,0.226502636,0.289672155,0.295200067,0.264056697,0.333843288,E14000747,25.06079114,70.47999332
High Peak,0.260255345,0.22653312,0.29157924,0.360467938,0.319344942,0.406719057,E14000748,26.0255345,63.95320624
Hitchin and Harpenden,0.282490087,0.247895577,0.313444426,0.379698974,0.346757148,0.415737979,E14000749,28.24900872,62.03010262
Holborn and St Pancras,0.24598393,0.219532812,0.282276946,0.399551091,0.364434563,0.436425495,E14000750,24.598393,60.0448909
Hornchurch and Upminster,0.278958924,0.249174876,0.310511055,0.284059593,0.246468523,0.324472582,E14000751,27.8958924,71.59404074
Hornsey and Wood Green,0.245518532,0.209340937,0.279534739,0.426819734,0.393089894,0.469789228,E14000752,24.55185323,57.31802655
Horsham,0.29062761,0.260554741,0.320586951,0.343488495,0.308453539,0.380359968,E14000753,29.06276099,65.65115055
Houghton and Sunderland South,0.229363725,0.193533769,0.26272136,0.298224248,0.254560105,0.340144322,E14000754,22.93637248,70.1775752
Hove,0.255750884,0.224651934,0.292011275,0.401364852,0.360349769,0.444550886,E14000755,25.57508837,59.86351481
Huddersfield,0.234156791,0.202967968,0.262963887,0.32323057,0.281776361,0.355202904,E14000756,23.41567906,67.67694296
Huntingdon,0.279283071,0.255383502,0.31006727,0.345019507,0.313331252,0.378995236,E14000757,27.92830713,65.49804926
Hyndburn,0.244738657,0.209012263,0.282152266,0.272068978,0.235775158,0.305530972,E14000758,24.47386575,72.79310218
Ilford North,0.260849408,0.230314746,0.29653052,0.290517676,0.251878229,0.326716159,E14000759,26.08494079,70.94823243
Ilford South,0.247099962,0.216268543,0.282504561,0.297970743,0.260507906,0.342293521,E14000760,24.70999616,70.20292568
Inverclyde,0.211097596,0.176269183,0.242591014,0.339459136,0.295221436,0.37431466,S14000038,21.10975964,66.05408642
"Inverness, Nairn, Badenoch and Strathspey",0.234948409,0.201760817,0.270736428,0.357047904,0.32105011,0.398832376,S14000039,23.49484089,64.29520961
Ipswich,0.250581253,0.215225537,0.27892326,0.328774503,0.291345553,0.362104075,E14000761,25.05812532,67.12254975
Isle of Wight,0.272852478,0.237509199,0.303995923,0.306291574,0.271114189,0.338546365,E14000762,27.28524775,69.37084257
Islington North,0.233694913,0.19857646,0.263214004,0.419698551,0.385150062,0.459036059,E14000763,23.36949129,58.03014494
Islington South and Finsbury,0.239920109,0.208212732,0.265255389,0.403199193,0.364013149,0.437736932,E14000764,23.99201091,59.6800807
Islwyn,0.238311227,0.202435346,0.27518198,0.317150327,0.272726225,0.356216173,W07000077,23.8311227,68.28496732
Jarrow,0.219947211,0.183810195,0.256727833,0.316858669,0.272075926,0.359408465,E14000765,21.99472109,68.31413309
Keighley,0.243555405,0.206173538,0.277832175,0.304146845,0.261974996,0.341101133,E14000766,24.35554055,69.58531549
Kenilworth and Southam,0.306356271,0.272988569,0.346283828,0.354661129,0.316526199,0.388704212,E14000767,30.63562714,64.5338871
Kensington,0.268100941,0.225717669,0.301596141,0.36650848,0.325527335,0.410962806,E14000768,26.8100941,63.34915198
Kettering,0.260379441,0.229913167,0.292079971,0.322350315,0.289159204,0.359332063,E14000769,26.03794412,67.76496846
Kilmarnock and Loudoun,0.217879636,0.188963611,0.246326711,0.326845672,0.283811239,0.359122876,S14000040,21.78796364,67.31543284
Kingston and Surbiton,0.268597606,0.230005124,0.304382587,0.359889508,0.321711389,0.407702147,E14000770,26.85976061,64.01104923
Kingston Upon Hull East,0.219537233,0.187605145,0.25581669,0.2912355,0.251286517,0.334406669,E14000771,21.95372329,70.87645003
Kingston Upon Hull North,0.22228234,0.188288621,0.25588669,0.326250448,0.290245027,0.364134217,E14000772,22.22823399,67.37495521
Kingston Upon Hull West and Hessle,0.216156415,0.180970952,0.244211278,0.292452115,0.254504384,0.332553999,E14000773,21.61564154,70.75478854
Kingswood,0.271897981,0.239568664,0.299410628,0.340691833,0.304019242,0.380053424,E14000774,27.18979811,65.93081673
Kirkcaldy and Cowdenbeath,0.228254584,0.184111442,0.264972972,0.318322345,0.267992665,0.360428989,S14000041,22.82545836,68.1677655
Knowsley,0.192634742,0.157809343,0.225556565,0.318129036,0.279249594,0.359821089,E14000775,19.26347425,68.18709641
Lanark and Hamilton East,0.23740078,0.196402206,0.271874508,0.340948366,0.306633356,0.385119604,S14000042,23.74007801,65.9051634
Lancaster and Fleetwood,0.255062547,0.221007265,0.283054942,0.33857607,0.304615659,0.373061894,E14000776,25.50625472,66.142393
Leeds Central,0.221682882,0.188676225,0.25622845,0.357350517,0.313430369,0.391859295,E14000777,22.16828817,64.26494831
Leeds East,0.216039172,0.186160366,0.251799401,0.294595623,0.25532852,0.334738713,E14000778,21.60391721,70.54043767
Leeds North East,0.23174212,0.199831593,0.25859627,0.359375111,0.321652933,0.394134485,E14000779,23.17421204,64.06248888
Leeds North West,0.249066174,0.213257082,0.282385543,0.409469131,0.370448358,0.448068518,E14000780,24.90661738,59.05308694
Leeds West,0.221430753,0.193714655,0.253815274,0.349813018,0.315398107,0.389547392,E14000781,22.14307535,65.01869818
Leicester East,0.226421857,0.187088963,0.258171461,0.260521618,0.219419783,0.302929173,E14000782,22.64218568,73.94783819
Leicester South,0.222683374,0.187434178,0.253623853,0.344772331,0.299882628,0.382799082,E14000783,22.26833736,65.52276686
Leicester West,0.240993737,0.204011153,0.280675895,0.332298281,0.292854815,0.37319097,E14000784,24.09937369,66.77017188
Leigh,0.239504728,0.201193829,0.268727806,0.292405615,0.2507599,0.330281085,E14000785,23.95047278,70.75943848
Lewes,0.285521529,0.254585147,0.322465874,0.340202108,0.297923312,0.381097485,E14000786,28.55215294,65.97978918
Lewisham East,0.254171257,0.22380473,0.287495048,0.351000214,0.314101702,0.390409748,E14000787,25.41712565,64.89997856
Lewisham West and Penge,0.238295492,0.202653511,0.265026675,0.363506408,0.32609978,0.397016841,E14000788,23.82954924,63.64935923
"Lewisham, Deptford",0.232165886,0.191355554,0.255733782,0.401681446,0.367064623,0.44175758,E14000789,23.21658863,59.8318554
Leyton and Wanstead,0.241740465,0.20994825,0.269780274,0.357324975,0.321811567,0.394081702,E14000790,24.1740465,64.26750249
Lichfield,0.28452148,0.251124265,0.318491587,0.308319401,0.268661692,0.339457346,E14000791,28.45214798,69.16805992
Lincoln,0.251114786,0.22300843,0.282854589,0.341889476,0.300797977,0.378386913,E14000792,25.11147859,65.81105239
Linlithgow and East Falkirk,0.226731124,0.198424419,0.257830824,0.337772934,0.301539712,0.374605998,S14000043,22.67311236,66.22270655
"Liverpool, Riverside",0.217477214,0.183147205,0.248297017,0.404269679,0.36677045,0.433886262,E14000793,21.74772145,59.57303211
"Liverpool, Walton",0.186867931,0.15548072,0.222676554,0.323864246,0.277321129,0.362575822,E14000794,18.68679307,67.61357544
"Liverpool, Wavertree",0.213823796,0.180980206,0.243912135,0.372544536,0.335314399,0.411263636,E14000795,21.38237957,62.74554635
"Liverpool, West Derby",0.192589143,0.152861566,0.224370992,0.330698292,0.290362773,0.373185545,E14000796,19.25891426,66.93017079
Livingston,0.215968981,0.183142719,0.247561692,0.333987294,0.29521525,0.372350992,S14000044,21.59689814,66.60127061
Llanelli,0.241103618,0.203870513,0.279269635,0.316751645,0.276554304,0.354036309,W07000045,24.11036177,68.32483546
Loughborough,0.270142567,0.235063465,0.300531446,0.363261256,0.324366065,0.404940795,E14000797,27.01425674,63.67387438
Louth and Horncastle,0.275609828,0.244330261,0.304650798,0.299745365,0.265216957,0.347181216,E14000798,27.56098277,70.02546353
Ludlow,0.281309868,0.247864189,0.313196363,0.30827031,0.269282106,0.343498226,E14000799,28.1309868,69.17296902
Luton North,0.240513258,0.211546045,0.279063405,0.301254785,0.262376406,0.341412374,E14000800,24.05132577,69.87452154
Luton South,0.235640143,0.198256816,0.271537571,0.319624871,0.277339486,0.362092904,E14000801,23.56401427,68.03751289
Macclesfield,0.281544674,0.251786512,0.315368361,0.340673216,0.30253423,0.378820345,E14000802,28.15446737,65.93267838
Maidenhead,0.301422344,0.274508211,0.333610615,0.344012694,0.30681013,0.378839834,E14000803,30.14223438,65.59873063
Maidstone and the Weald,0.282309202,0.252272593,0.308968774,0.327740312,0.295089438,0.366985824,E14000804,28.23092018,67.22596884
Makerfield,0.235224486,0.20722401,0.264830143,0.304023767,0.268048066,0.341267666,E14000805,23.52244862,69.5976233
Maldon,0.296196834,0.267571184,0.320603245,0.309422483,0.275406432,0.340811381,E14000806,29.6196834,69.05775171
Manchester Central,0.223953535,0.187111831,0.254016527,0.358062212,0.320470515,0.400075572,E14000807,22.39535348,64.19377875
"Manchester, Gorton",0.212427965,0.17433538,0.242172712,0.333770017,0.295103197,0.370751535,E14000808,21.24279652,66.62299831
"Manchester, Withington",0.228105723,0.195649739,0.260180277,0.406007961,0.374655716,0.442035024,E14000809,22.81057226,59.39920394
Mansfield,0.255380255,0.228172299,0.290311211,0.295428042,0.256863342,0.333366391,E14000810,25.53802547,70.45719584
Meon Valley,0.301699313,0.275467333,0.33408731,0.323174267,0.283457802,0.35676397,E14000811,30.16993133,67.68257328
Meriden,0.272220604,0.239112976,0.299809243,0.300718226,0.261661386,0.336249928,E14000812,27.22206044,69.92817737
Merthyr Tydfil and Rhymney,0.234162711,0.19874772,0.270946298,0.309324835,0.268905236,0.343719654,W07000071,23.4162711,69.06751647
Mid Bedfordshire,0.290218083,0.258884227,0.325109144,0.343476187,0.306397043,0.380327072,E14000813,29.02180832,65.6523813
Mid Derbyshire,0.281548017,0.250672763,0.315192922,0.343317012,0.303456983,0.382287693,E14000814,28.15480172,65.66829879
Mid Dorset and North Poole,0.285690045,0.25619027,0.321220191,0.328583958,0.285562302,0.364441656,E14000815,28.56900452,67.14160424
Mid Norfolk,0.274051008,0.243887986,0.303191083,0.309037011,0.273155976,0.349859487,E14000816,27.40510079,69.09629895
Mid Sussex,0.294880753,0.267535727,0.327742313,0.34438795,0.308518848,0.374519955,E14000817,29.48807532,65.56120498
Mid Worcestershire,0.283081736,0.25238086,0.316148683,0.309367242,0.272059932,0.346079668,E14000818,28.30817355,69.06327581
Middlesbrough,0.205782647,0.169772495,0.23981338,0.306400605,0.262255213,0.352406959,E14000819,20.57826474,69.35993945
Middlesbrough South and East Cleveland,0.248645342,0.207386982,0.28373708,0.305219868,0.266653505,0.351269646,E14000820,24.86453418,69.47801321
Midlothian,0.225040965,0.193089101,0.254536318,0.340612212,0.301100365,0.38268086,S14000045,22.50409646,65.93877881
Milton Keynes North,0.268103241,0.24098915,0.296926943,0.333440748,0.30104334,0.370972826,E14000821,26.81032409,66.65592519
Milton Keynes South,0.257596729,0.226227746,0.28306948,0.324468108,0.287182504,0.361629367,E14000822,25.75967293,67.55318917
Mitcham and Morden,0.241196634,0.207197448,0.269147333,0.322552634,0.288881619,0.360965041,E14000823,24.11966336,67.74473664
Mole Valley,0.298116679,0.273835224,0.335142412,0.347960222,0.309339772,0.384344357,E14000824,29.81166788,65.20397777
Monmouth,0.286402028,0.250421959,0.323466255,0.34720043,0.30138643,0.395404853,W07000054,28.64020279,65.27995697
Montgomeryshire,0.283149731,0.240548497,0.319638586,0.315965787,0.277051959,0.361990183,W07000063,28.31497307,68.4034213
Moray,0.245875711,0.218238109,0.27873266,0.311479495,0.273230161,0.350637681,S14000046,24.58757111,68.85205051
Morecambe and Lunesdale,0.256806469,0.22426887,0.28565621,0.30489296,0.26984623,0.343867159,E14000825,25.68064693,69.51070399
Morley and Outwood,0.253132413,0.217139529,0.283375689,0.29773924,0.254569043,0.332510809,E14000826,25.3132413,70.22607604
Motherwell and Wishaw,0.209682732,0.178993259,0.245766985,0.334188977,0.296817446,0.370790418,S14000047,20.96827321,66.58110226
Na h-Eileanan an Iar,0.226328454,0.192233161,0.261624002,0.340267444,0.299721297,0.384981297,S14000027,22.63284536,65.97325556
Neath,0.242415561,0.204818903,0.273194555,0.331363343,0.29436709,0.365470278,W07000069,24.2415561,66.86366569
New Forest East,0.291373081,0.263734929,0.322692037,0.308616626,0.267157148,0.344803131,E14000827,29.13730809,69.13833745
New Forest West,0.301232865,0.270850787,0.332552453,0.318950725,0.285698964,0.359344985,E14000828,30.12328654,68.10492746
Newark,0.274474326,0.241371809,0.301355268,0.342570958,0.308600015,0.3841013,E14000829,27.44743255,65.74290424
Newbury,0.287666181,0.255217887,0.317441319,0.34918051,0.315482831,0.387115873,E14000830,28.76661813,65.08194904
Newcastle Upon Tyne Central,0.217471172,0.182706185,0.25427167,0.347468306,0.307454575,0.389938237,E14000831,21.74711717,65.25316943
Newcastle Upon Tyne East,0.229897187,0.194184999,0.269909231,0.391500121,0.351957853,0.439370821,E14000832,22.98971868,60.84998787
Newcastle Upon Tyne North,0.229619621,0.198283826,0.261731131,0.328569592,0.290815204,0.364021618,E14000833,22.96196208,67.14304081
Newcastle-under-Lyme,0.257115743,0.223769027,0.283898791,0.320274859,0.284876503,0.357231729,E14000834,25.71157426,67.97251408
Newport East,0.250663216,0.213853022,0.289290405,0.324560807,0.281169115,0.374170878,W07000055,25.06632163,67.54391933
Newport West,0.263673874,0.231423716,0.300557307,0.322758225,0.281262151,0.35704214,W07000056,26.36738739,67.7241775
Newton Abbot,0.277894843,0.249006704,0.310518729,0.3392528,0.30159238,0.374249649,E14000835,27.78948435,66.07472003
"Normanton, Pontefract and Castleford",0.223068543,0.184081095,0.254502603,0.289780853,0.245475117,0.330275831,E14000836,22.30685431,71.02191474
North Ayrshire and Arran,0.233717673,0.202971781,0.265447194,0.328227818,0.292446259,0.36115843,S14000048,23.37176729,67.17721823
North Cornwall,0.27032033,0.238140095,0.303954516,0.328073605,0.290406997,0.368063931,E14000837,27.03203296,67.19263951
North Devon,0.275124414,0.244954819,0.308123317,0.333384118,0.295323521,0.371681393,E14000838,27.51244143,66.66158818
North Dorset,0.286244898,0.2584302,0.317331407,0.34237279,0.312308534,0.377405286,E14000839,28.6244898,65.76272095
North Durham,0.227786837,0.186955677,0.254886448,0.310062416,0.269362963,0.348892366,E14000840,22.77868373,68.99375837
North East Bedfordshire,0.281861299,0.253639296,0.313437619,0.346343715,0.313743192,0.391060883,E14000841,28.18612989,65.36562848
North East Cambridgeshire,0.273086613,0.243445456,0.298649054,0.279142966,0.243456061,0.312883943,E14000842,27.30866133,72.08570343
North East Derbyshire,0.259881188,0.226553784,0.290772822,0.313453046,0.274926146,0.348112579,E14000843,25.98811878,68.65469537
North East Fife,0.226190033,0.188583763,0.267677118,0.378534593,0.332100137,0.417156035,S14000049,22.61900327,62.14654071
North East Hampshire,0.304036893,0.26858688,0.338577848,0.355489328,0.325600695,0.39754582,E14000844,30.40368931,64.45106715
North East Hertfordshire,0.27987212,0.24914651,0.307941183,0.337725828,0.300700621,0.371496421,E14000845,27.987212,66.22741716
North East Somerset,0.276239794,0.24320297,0.307415382,0.357190168,0.319026506,0.396164661,E14000846,27.62397935,64.28098321
North Herefordshire,0.280479141,0.249039087,0.317322008,0.313389728,0.268800121,0.349226506,E14000847,28.04791407,68.6610272
North Norfolk,0.2812334,0.251153257,0.31130461,0.308991679,0.273584785,0.347256994,E14000848,28.12334003,69.10083214
North Shropshire,0.278466529,0.25046561,0.31214363,0.318272114,0.285139683,0.359051303,E14000849,27.84665288,68.17278859
North Somerset,0.283516071,0.246869939,0.313070272,0.364610151,0.322646264,0.396063753,E14000850,28.35160714,63.53898488
North Swindon,0.264657974,0.232196628,0.294376979,0.33312438,0.301790806,0.367005601,E14000851,26.4657974,66.68756196
North Thanet,0.270277259,0.239714387,0.299753062,0.298002343,0.26580275,0.333029972,E14000852,27.02772591,70.19976575
North Tyneside,0.217796023,0.175380635,0.247822683,0.325702949,0.287779273,0.363648631,E14000853,21.77960229,67.42970507
North Warwickshire,0.263582493,0.230328928,0.298390341,0.281989563,0.238992425,0.317776228,E14000854,26.35824926,71.80104367
North West Cambridgeshire,0.276843429,0.247768674,0.306254326,0.323452069,0.281879259,0.361067451,E14000855,27.68434293,67.65479314
North West Durham,0.247338882,0.216623916,0.284577375,0.319299321,0.28362985,0.359640865,E14000856,24.73388821,68.07006788
North West Hampshire,0.287312224,0.258476491,0.3186407,0.327973222,0.292793931,0.365692007,E14000857,28.73122237,67.2026778
North West Leicestershire,0.268087432,0.239568525,0.302985337,0.322886866,0.290674727,0.358800921,E14000858,26.80874317,67.71131335
North West Norfolk,0.277004076,0.249196099,0.315115275,0.292994485,0.25773132,0.330412259,E14000859,27.70040762,70.70055148
North Wiltshire,0.289819346,0.257647845,0.327617916,0.359341757,0.320807148,0.39338561,E14000860,28.98193463,64.06582434
Northampton North,0.251321015,0.218960827,0.282895728,0.321346642,0.281719754,0.361952277,E14000861,25.13210149,67.86533583
Northampton South,0.240867451,0.21228885,0.273479005,0.318742301,0.274426614,0.353774684,E14000862,24.08674509,68.12576992
Norwich North,0.256980377,0.223049223,0.288429868,0.330257218,0.295483094,0.366457728,E14000863,25.69803766,66.9742782
Norwich South,0.248927113,0.218613658,0.278105237,0.380335892,0.34686373,0.413910137,E14000864,24.89271134,61.96641082
Nottingham East,0.225006222,0.197274459,0.267335337,0.370412808,0.330044903,0.409312418,E14000865,22.50062218,62.95871923
Nottingham North,0.219695141,0.179159085,0.25012172,0.306308594,0.268586784,0.347046807,E14000866,21.96951414,69.36914055
Nottingham South,0.242187519,0.204315362,0.274463507,0.381840787,0.342210766,0.428247106,E14000867,24.21875191,61.81592125
Nuneaton,0.261334157,0.231560918,0.295498593,0.287409082,0.252704209,0.319487874,E14000868,26.13341568,71.25909181
Ochil and South Perthshire,0.242457903,0.210269198,0.274747843,0.348018776,0.306786675,0.381635933,S14000050,24.24579031,65.19812238
Ogmore,0.239520731,0.208781236,0.276024821,0.320754706,0.288094695,0.362492664,W07000074,23.95207307,67.92452944
Old Bexley and Sidcup,0.292331308,0.259198655,0.326038274,0.292085478,0.252174294,0.331399302,E14000869,29.23313079,70.79145219
